联通直播,#genre#
财富天下,http://39.137.76.32:8089/00/SNM/CHANNEL00000607/index.m3u8
IPTV热播剧场,http://39.137.76.32:8089/00/SNM/CHANNEL00000608/index.m3u8
IPTV魅力时尚,http://39.137.76.32:8089/00/SNM/CHANNEL00000609/index.m3u8
墨宝,http://39.137.76.32:8089/00/SNM/CHANNEL00000610/index.m3u8
光影,http://39.137.76.32:8089/00/SNM/CHANNEL00000611/index.m3u8
美人,http://39.137.76.32:8089/00/SNM/CHANNEL00000612/index.m3u8
音乐现场,http://39.137.76.32:8089/00/SNM/CHANNEL00000613/index.m3u8
城市剧场,http://39.137.76.32:8089/00/SNM/CHANNEL00000614/index.m3u8
地理,http://39.137.76.32:8089/00/SNM/CHANNEL00000615/index.m3u8
美妆,http://39.137.76.32:8089/00/SNM/CHANNEL00000616/index.m3u8
军旅剧场,http://39.137.76.32:8089/00/SNM/CHANNEL00000617/index.m3u8
足球,http://39.137.76.32:8089/00/SNM/CHANNEL00000618/index.m3u8
高网,http://39.137.76.32:8089/00/SNM/CHANNEL00000620/index.m3u8
精选,http://39.137.76.32:8089/00/SNM/CHANNEL00000621/index.m3u8
古装剧场,http://39.137.76.32:8089/00/SNM/CHANNEL00000622/index.m3u8
解密,http://39.137.76.32:8089/00/SNM/CHANNEL00000624/index.m3u8
动画,http://39.137.76.32:8089/00/SNM/CHANNEL00000625/index.m3u8
早期教育,http://39.137.76.32:8089/00/SNM/CHANNEL00000627/index.m3u8
台球,http://39.137.76.32:8089/00/SNM/CHANNEL00000628/index.m3u8
好学生,http://39.137.76.32:8089/00/SNM/CHANNEL00000629/index.m3u8
武术世界,http://39.137.76.32:8089/00/SNM/CHANNEL00000634/index.m3u8
家庭影院,http://39.137.76.32:8089/00/SNM/CHANNEL00000635/index.m3u8
国学频道,http://39.137.76.32:8089/00/SNM/CHANNEL00000636/index.m3u8
IPTV法治,http://39.137.76.32:8089/00/SNM/CHANNEL00000638/index.m3u8
直播中国,http://39.137.76.32:8089/00/SNM/CHANNEL00000639/index.m3u8
四海钓鱼,http://39.137.76.32:8089/00/SNM/CHANNEL00000640/index.m3u8
优优宝贝,http://39.137.76.32:8089/00/SNM/CHANNEL00000641/index.m3u8
车迷频道,http://39.137.76.32:8089/00/SNM/CHANNEL00000645/index.m3u8
海看生活,http://39.137.76.32:8089/00/SNM/CHANNEL00000202/index.m3u8
海看教育,http://39.137.76.32:8089/00/SNM/CHANNEL00000204/index.m3u8
海看演艺,http://39.137.76.32:8089/00/SNM/CHANNEL00000400/index.m3u8
海看健康,http://39.137.76.32:8089/00/SNM/CHANNEL00000401/index.m3u8
海看少儿,http://39.137.76.32:8089/00/SNM/CHANNEL00000402/index.m3u8
海看剧场,http://39.137.76.32:8089/00/SNM/CHANNEL00000403/index.m3u8
海看大片,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000404/index.m3u8
海看热播,http://39.137.76.32:8089/00/SNM/CHANNEL00000405/index.m3u8
海看大片高清,http://39.137.76.32:8089/00/SNM/CHANNEL00000407/index.m3u8
海看电竞,http://39.137.76.32:8089/00/SNM/CHANNEL00000408/index.m3u8
海看4K,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000499/index.m3u8
居家购物,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000700/index.m3u8
聚鲨环球,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000706/index.m3u8
好享购物,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000707/index.m3u8
家有购物,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000708/index.m3u8
动漫秀场,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002000/index.m3u8
极速汽车,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002001/index.m3u8   
欧美影院,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00002003/index.m3u8
欢笑剧场,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002004/index.m3u8   
亚洲影院,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002005/index.m3u8  
探索纪实,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002006/index.m3u8   
漫游世界,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002007/index.m3u8   
天天剧场,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002008/index.m3u8   
天天探索,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002009/index.m3u8   
法治天地,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002010/index.m3u8   
天天影院高清,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002011/index.m3u8   
精彩影视高清,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002012/index.m3u8 
CCTV-1HD,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00002013/index.m3u8
都市剧场高清,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00002014/index.m3u8
音乐会高清,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00002015/index.m3u8
全纪实高清,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002016/index.m3u8   
少儿动漫高清,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002017/index.m3u8   
金色频道高清,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002018/index.m3u8   
生活时尚高清,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002019/index.m3u8 
天天综合高清,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002020/index.m3u8
央视3[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226431/index.m3u8
央视6[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226433/index.m3u8
央视8[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226330/index.m3u8
CCTV-11高清,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225869/1.m3u8
CCTV-15高清,http://111.13.111.167/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226333/1.m3u8
CETV-1[768*576],http://112.17.40.140/PLTV/88888888/224/3221226132/index.m3u8
动作电影[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226747/index.m3u8 
电信直播,#genre#
CCTV1,http://222.173.9.81:80/00/SNM/CHANNEL00000001/index.m3u8?icpid=88888892&from=12&hms_devid=784#
http://222.173.9.81:80/2/00/CHANNEL00000001/1660800/1.m3u8#
http://222.173.9.81:80/2/00/CHANNEL00000001/2540800/1.m3u8
山东卫视,http://222.173.9.79:80/00/SNM/CHANNEL00000051/index.m3u8?icpid=88888892&from=12&hms_devid=744#
http://222.173.9.79:80/2/00/CHANNEL00000051/1660800/1.m3u8#
http://222.173.9.79:80/2/00/CHANNEL00000051/2540800/1.m3u8
山东齐鲁,http://222.173.9.78:80/00/SNM/CHANNEL00000052/index.m3u8?icpid=88888892&from=12&hms_devid=764#
http://222.173.9.78:80/2/00/CHANNEL00000052/1660800/1.m3u8#
http://222.173.9.78:80/2/00/CHANNEL00000052/2540800/1.m3u8
山东影视,http://222.173.9.81:80/00/SNM/CHANNEL00000056/index.m3u8?icpid=88888892&from=12&hms_devid=784#
http://222.173.9.81:80/2/00/CHANNEL00000056/1660800/1.m3u8#
http://222.173.9.81:80/2/00/CHANNEL00000056/2540800/1.m3u8
山东生活,http://222.173.9.82:80/00/SNM/CHANNEL00000055/index.m3u8?icpid=88888892&from=12&hms_devid=784#
http://222.173.9.82:80/2/00/CHANNEL00000055/1660800/1.m3u8#
http://222.173.9.82:80/2/00/CHANNEL00000055/2540800/1.m3u8
山东综艺,http://222.173.9.78:80/00/SNM/CHANNEL00000054/index.m3u8?icpid=88888892&from=12&hms_devid=764#
http://222.173.9.78:80/2/00/CHANNEL00000054/1660800/1.m3u8#
http://222.173.9.78:80/2/00/CHANNEL00000054/2540800/1.m3u8
山东体育,http://222.173.9.80:80/00/SNM/CHANNEL00000057/index.m3u8?icpid=88888892&from=12&hms_devid=744#
http://222.173.9.80:80/2/00/CHANNEL00000057/1660800/1.m3u8#
http://222.173.9.80:80/2/00/CHANNEL00000057/2540800/1.m3u8
山东公共,http://222.173.9.81:80/00/SNM/CHANNEL00000053/index.m3u8?icpid=88888892&from=12&hms_devid=784#
http://222.173.9.81:80/2/00/CHANNEL00000053/1660800/1.m3u8#
http://222.173.9.81:80/2/00/CHANNEL00000053/2540800/1.m3u8
山东农科,http://222.173.9.81:80/00/SNM/CHANNEL00000058/index.m3u8?icpid=88888892&from=12&hms_devid=784#
http://222.173.9.81:80/2/00/CHANNEL00000058/1660800/1.m3u8#
http://222.173.9.81:80/2/00/CHANNEL00000058/2540800/1.m3u8
山东少儿,http://222.173.9.81:80/00/SNM/CHANNEL00000059/index.m3u8?icpid=88888892&from=12&hms_devid=784#
http://222.173.9.81:80/2/00/CHANNEL00000059/1660800/1.m3u8#
http://222.173.9.81:80/2/00/CHANNEL00000059/2540800/1.m3u8
山东国际,http://222.173.9.81:80/00/SNM/CHANNEL00000060/index.m3u8?icpid=88888892&from=12&hms_devid=784#
http://222.173.9.81:80/2/00/CHANNEL00000060/1660800/1.m3u8#
http://222.173.9.81:80/2/00/CHANNEL00000060/2540800/1.m3u8
CCTV2,http://222.173.9.78:80/00/SNM/CHANNEL00000002/index.m3u8?icpid=88888892&from=12&hms_devid=764#
http://222.173.9.78:80/2/00/CHANNEL00000002/1660800/1.m3u8#
http://222.173.9.78:80/2/00/CHANNEL00000002/2540800/1.m3u8
CCTV3,http://222.173.9.82:80/00/SNM/CHANNEL00000003/index.m3u8?icpid=88888892&from=12&hms_devid=784#
http://222.173.9.82:80/2/00/CHANNEL00000003/1660800/1.m3u8#
http://222.173.9.82:80/2/00/CHANNEL00000003/2540800/1.m3u8
CCTV4,http://222.173.9.77:80/00/SNM/CHANNEL00000004/index.m3u8?icpid=88888892&from=12&hms_devid=764#
http://222.173.9.77:80/2/00/CHANNEL00000004/1660800/1.m3u8#
http://222.173.9.77:80/2/00/CHANNEL00000004/2540800/1.m3u8
CCTV5,http://222.173.9.82:80/00/SNM/CHANNEL30000005/index.m3u8?icpid=88888892&from=12&hms_devid=784#
http://222.173.9.82:80/2/00/CHANNEL30000005/3640800/1.m3u8
CCTV6,http://222.173.9.78:80/00/SNM/CHANNEL00000006/index.m3u8?icpid=88888892&from=12&hms_devid=764#
http://222.173.9.78:80/2/00/CHANNEL00000006/1660800/1.m3u8#
http://222.173.9.78:80/2/00/CHANNEL00000006/2540800/1.m3u8
CCTV7,http://222.173.9.78:80/00/SNM/CHANNEL00000007/index.m3u8?icpid=88888892&from=12&hms_devid=764#
http://222.173.9.78:80/2/00/CHANNEL00000007/1660800/1.m3u8#
http://222.173.9.78:80/2/00/CHANNEL00000007/2540800/1.m3u8
CCTV8,http://222.173.9.78:80/00/SNM/CHANNEL00000008/index.m3u8?icpid=88888892&from=12&hms_devid=764#
http://222.173.9.78:80/2/00/CHANNEL00000008/1660800/1.m3u8#
http://222.173.9.78:80/2/00/CHANNEL00000008/2540800/1.m3u8
CCTV9,http://222.173.9.79:80/00/SNM/CHANNEL10000009/index.m3u8?icpid=88888892&from=12&hms_devid=744#
http://222.173.9.79:80/2/00/CHANNEL10000009/1660800/1.m3u8#
http://222.173.9.79:80/2/00/CHANNEL10000009/2540800/1.m3u8
CCTV10,http://222.173.9.80:80/00/SNM/CHANNEL00000010/index.m3u8?icpid=88888892&from=12&hms_devid=744#
http://222.173.9.80:80/2/00/CHANNEL00000010/1660800/1.m3u8#
http://222.173.9.80:80/2/00/CHANNEL00000010/2540800/1.m3u8
CCTV11,http://222.173.9.81:80/00/SNM/CHANNEL00000011/index.m3u8?icpid=88888892&from=12&hms_devid=784#
http://222.173.9.81:80/2/00/CHANNEL00000011/1660800/1.m3u8#
http://222.173.9.81:80/2/00/CHANNEL00000011/2540800/1.m3u8
CCTV12,http://222.173.9.82:80/00/SNM/CHANNEL00000012/index.m3u8?icpid=88888892&from=12&hms_devid=784#
http://222.173.9.82:80/2/00/CHANNEL00000012/1660800/1.m3u8#
http://222.173.9.82:80/2/00/CHANNEL00000012/2540800/1.m3u8
CCTV13,http://222.173.9.79:80/00/SNM/CHANNEL00000013/index.m3u8?icpid=88888892&from=12&hms_devid=744#
http://222.173.9.79:80/2/00/CHANNEL00000013/1660800/1.m3u8#
http://222.173.9.79:80/2/00/CHANNEL00000013/2540800/1.m3u8
CCTV14,http://222.173.9.81:80/00/SNM/CHANNEL00000014/index.m3u8?icpid=88888892&from=12&hms_devid=784#
http://222.173.9.81:80/2/00/CHANNEL00000014/1660800/1.m3u8#
http://222.173.9.81:80/2/00/CHANNEL00000014/2540800/1.m3u8
CCTV15,http://222.173.9.81:80/00/SNM/CHANNEL00000015/index.m3u8?icpid=88888892&from=12&hms_devid=784#
http://222.173.9.81:80/2/00/CHANNEL00000015/1660800/1.m3u8#
http://222.173.9.81:80/2/00/CHANNEL00000015/2540800/1.m3u8
湖南卫视,http://222.173.9.77:80/00/SNM/CHANNEL00000017/index.m3u8?icpid=88888892&from=12&hms_devid=764#
http://222.173.9.77:80/2/00/CHANNEL00000017/1660800/1.m3u8#
http://222.173.9.77:80/2/00/CHANNEL00000017/2540800/1.m3u8
浙江卫视,http://222.173.9.81:80/00/SNM/CHANNEL00000016/index.m3u8?icpid=88888892&from=12&hms_devid=784#
http://222.173.9.81:80/2/00/CHANNEL00000016/1660800/1.m3u8#
http://222.173.9.81:80/2/00/CHANNEL00000016/2540800/1.m3u8
江苏卫视,http://222.173.9.79:80/00/SNM/CHANNEL00000018/index.m3u8?icpid=88888892&from=12&hms_devid=744#
http://222.173.9.79:80/2/00/CHANNEL00000018/1660800/1.m3u8#
http://222.173.9.79:80/2/00/CHANNEL00000018/2540800/1.m3u8
安徽卫视,http://222.173.9.77:80/00/SNM/CHANNEL00000020/index.m3u8?icpid=88888892&from=12&hms_devid=764#
http://222.173.9.77:80/2/00/CHANNEL00000020/1660800/1.m3u8#
http://222.173.9.77:80/2/00/CHANNEL00000020/2540800/1.m3u8
北京卫视,http://222.173.9.78:80/00/SNM/CHANNEL00000019/index.m3u8?icpid=88888892&from=12&hms_devid=764#
http://222.173.9.78:80/2/00/CHANNEL00000019/1660800/1.m3u8#
http://222.173.9.78:80/2/00/CHANNEL00000019/2540800/1.m3u8
东方卫视,http://222.173.9.82:80/00/SNM/CHANNEL00000022/index.m3u8?icpid=88888892&from=12&hms_devid=784#
http://222.173.9.82:80/2/00/CHANNEL00000022/1660800/1.m3u8#
http://222.173.9.82:80/2/00/CHANNEL00000022/2540800/1.m3u8
深圳卫视,http://222.173.9.80:80/00/SNM/CHANNEL00000024/index.m3u8?icpid=88888892&from=12&hms_devid=744#
http://222.173.9.80:80/2/00/CHANNEL00000024/1660800/1.m3u8#
http://222.173.9.80:80/2/00/CHANNEL00000024/2540800/1.m3u8
天津,http://222.173.9.80:80/00/SNM/CHANNEL00000021/index.m3u8?icpid=88888892&from=12&hms_devid=744#
http://222.173.9.80:80/2/00/CHANNEL00000021/1660800/1.m3u8#
http://222.173.9.80:80/2/00/CHANNEL00000021/2540800/1.m3u8
旅游卫视,http://222.173.9.82:80/00/SNM/CHANNEL00000030/index.m3u8?icpid=88888892&from=12&hms_devid=784#
http://222.173.9.82:80/2/00/CHANNEL00000030/1660800/1.m3u8#
http://222.173.9.82:80/2/00/CHANNEL00000030/2540800/1.m3u8
辽宁卫视,http://222.173.9.80:80/00/SNM/CHANNEL00000026/index.m3u8?icpid=88888892&from=12&hms_devid=744#
http://222.173.9.80:80/2/00/CHANNEL00000026/1660800/1.m3u8#
http://222.173.9.80:80/2/00/CHANNEL00000026/2540800/1.m3u8
黑龙江,http://222.173.9.82:80/00/SNM/CHANNEL00000027/index.m3u8?icpid=88888892&from=12&hms_devid=784#
http://222.173.9.82:80/2/00/CHANNEL00000027/1660800/1.m3u8#
http://222.173.9.82:80/2/00/CHANNEL00000027/2540800/1.m3u8
重庆,http://222.173.9.81:80/00/SNM/CHANNEL00000023/index.m3u8?icpid=88888892&from=12&hms_devid=784#
http://222.173.9.81:80/2/00/CHANNEL00000023/1660800/1.m3u8#
http://222.173.9.81:80/2/00/CHANNEL00000023/2540800/1.m3u8
广东卫视,http://222.173.9.77:80/00/SNM/CHANNEL00000025/index.m3u8?icpid=88888892&from=12&hms_devid=764#
http://222.173.9.77:80/2/00/CHANNEL00000025/1660800/1.m3u8#
http://222.173.9.77:80/2/00/CHANNEL00000025/2540800/1.m3u8
广西卫视,http://222.173.9.82:80/00/SNM/CHANNEL00000038/index.m3u8?icpid=88888892&from=12&hms_devid=784#
http://222.173.9.82:80/2/00/CHANNEL00000038/1660800/1.m3u8#
http://222.173.9.82:80/2/00/CHANNEL00000038/2540800/1.m3u8
东南卫视,http://222.173.9.80:80/00/SNM/CHANNEL00000028/index.m3u8?icpid=88888892&from=12&hms_devid=744#
http://222.173.9.80:80/2/00/CHANNEL00000028/1660800/1.m3u8#
http://222.173.9.80:80/2/00/CHANNEL00000028/2540800/1.m3u8
云南卫视,http://222.173.9.81:80/00/SNM/CHANNEL00000039/index.m3u8?icpid=88888892&from=12&hms_devid=784#
http://222.173.9.81:80/2/00/CHANNEL00000039/1660800/1.m3u8#
http://222.173.9.81:80/2/00/CHANNEL00000039/2540800/1.m3u8
河北卫视,http://222.173.9.78:80/00/SNM/CHANNEL00000034/index.m3u8?icpid=88888892&from=12&hms_devid=764#
http://222.173.9.78:80/2/00/CHANNEL00000034/1660800/1.m3u8#
http://222.173.9.78:80/2/00/CHANNEL00000034/2540800/1.m3u8
河南卫视,http://222.173.9.77:80/00/SNM/CHANNEL00000037/index.m3u8?icpid=88888892&from=12&hms_devid=764#
http://222.173.9.77:80/2/00/CHANNEL00000037/1660800/1.m3u8#
http://222.173.9.77:80/2/00/CHANNEL00000037/2540800/1.m3u8
湖北卫视,http://222.173.9.82:80/00/SNM/CHANNEL00000031/index.m3u8?icpid=88888892&from=12&hms_devid=784#
http://222.173.9.82:80/2/00/CHANNEL00000031/1660800/1.m3u8#
http://222.173.9.82:80/2/00/CHANNEL00000031/2540800/1.m3u8
吉林卫视,http://222.173.9.78:80/00/SNM/CHANNEL00000036/index.m3u8?icpid=88888892&from=12&hms_devid=764#
http://222.173.9.78:80/2/00/CHANNEL00000036/1660800/1.m3u8#
http://222.173.9.78:80/2/00/CHANNEL00000036/2540800/1.m3u8
江西卫视,http://222.173.9.79:80/00/SNM/CHANNEL00000035/index.m3u8?icpid=88888892&from=12&hms_devid=744#
http://222.173.9.79:80/2/00/CHANNEL00000035/1660800/1.m3u8#
http://222.173.9.79:80/2/00/CHANNEL00000035/2540800/1.m3u8
山西卫视,http://222.173.9.82:80/00/SNM/CHANNEL00000032/index.m3u8?icpid=88888892&from=12&hms_devid=784#
http://222.173.9.82:80/2/00/CHANNEL00000032/1660800/1.m3u8#
http://222.173.9.82:80/2/00/CHANNEL00000032/2540800/1.m3u8
陕西卫视,http://222.173.9.79:80/00/SNM/CHANNEL00000029/index.m3u8?icpid=88888892&from=12&hms_devid=744#
http://222.173.9.79:80/2/00/CHANNEL00000029/1660800/1.m3u8#
http://222.173.9.79:80/2/00/CHANNEL00000029/2540800/1.m3u8
四川卫视,http://222.173.9.79:80/00/SNM/CHANNEL00000033/index.m3u8?icpid=88888892&from=12&hms_devid=744#
http://222.173.9.79:80/2/00/CHANNEL00000033/1660800/1.m3u8#
http://222.173.9.79:80/2/00/CHANNEL00000033/2540800/1.m3u8
贵州卫视,http://222.173.9.79:80/00/SNM/CHANNEL00000041/index.m3u8?icpid=88888892&from=12&hms_devid=744#
http://222.173.9.79:80/2/00/CHANNEL00000041/1660800/1.m3u8#
http://222.173.9.79:80/2/00/CHANNEL00000041/2540800/1.m3u8
甘肃卫视,http://222.173.9.78:80/00/SNM/CHANNEL00000046/index.m3u8?icpid=88888892&from=12&hms_devid=764#
http://222.173.9.78:80/2/00/CHANNEL00000046/1660800/1.m3u8#
http://222.173.9.78:80/2/00/CHANNEL00000046/2540800/1.m3u8
宁夏,http://222.173.9.78:80/00/SNM/CHANNEL00000043/index.m3u8?icpid=88888892&from=12&hms_devid=764#
http://222.173.9.78:80/2/00/CHANNEL00000043/1660800/1.m3u8#
http://222.173.9.78:80/2/00/CHANNEL00000043/2540800/1.m3u8
青海卫视,http://222.173.9.78:80/00/SNM/CHANNEL00000042/index.m3u8?icpid=88888892&from=12&hms_devid=764#
http://22.173.9.78:80/2/00/CHANNEL00000042/1660800/1.m3u8#
http://22.173.9.78:80/2/00/CHANNEL00000042/2540800/1.m3u8
西藏卫视,http://222.173.9.77:80/00/SNM/CHANNEL00000045/index.m3u8?icpid=88888892&from=12&hms_devid=764#
http://222.173.9.77:80/2/00/CHANNEL00000045/1660800/1.m3u8#
http://222.173.9.77:80/2/00/CHANNEL00000045/2540800/1.m3u8
新疆卫视,http://222.173.9.81:80/00/SNM/CHANNEL00000044/index.m3u8?icpid=88888892&from=12&hms_devid=784#
http://222.173.9.81:80/2/00/CHANNEL00000044/1660800/1.m3u8#
http://222.173.9.81:80/2/00/CHANNEL00000044/2540800/1.m3u8
内蒙古,http://222.173.9.77:80/00/SNM/CHANNEL00000040/index.m3u8?icpid=88888892&from=12&hms_devid=764#
http://222.173.9.77:80/2/00/CHANNEL00000040/1660800/1.m3u8#
http://222.173.9.77:80/2/00/CHANNEL00000040/2540800/1.m3u8
金鹰卡通,http://222.173.9.78:80/00/SNM/CHANNEL00000047/index.m3u8?icpid=88888892&from=12&hms_devid=764#
http://222.173.9.78:80/2/00/CHANNEL00000047/1660800/1.m3u8#
http://222.173.9.78:80/2/00/CHANNEL00000047/2540800/1.m3u8
北京少儿,http://222.173.9.79:80/00/SNM/CHANNEL00000048/index.m3u8?icpid=88888892&from=12&hms_devid=744#
http://222.173.9.79:80/2/00/CHANNEL00000048/1660800/1.m3u8#
http://222.173.9.79:80/2/00/CHANNEL00000048/2540800/1.m3u8
优漫卡通,http://222.173.9.79:80/00/SNM/CHANNEL00000049/index.m3u8?icpid=88888892&from=12&hms_devid=744#
http://222.173.9.79:80/2/00/CHANNEL00000049/1660800/1.m3u8#
http://222.173.9.79:80/2/00/CHANNEL00000049/2540800/1.m3u8
炫动卡通,http://222.173.9.77:80/00/SNM/CHANNEL00000050/index.m3u8?icpid=88888892&from=12&hms_devid=764#
http://222.173.9.77:80/2/00/CHANNEL00000050/1660800/1.m3u8#
http://222.173.9.77:80/2/00/CHANNEL00000050/2540800/1.m3u8
CCTV新闻,http://222.173.9.81:80/00/SNM/CHANNEL00000009/index.m3u8?icpid=88888892&from=12&hms_devid=784#
http://222.173.9.81:80/2/00/CHANNEL00000009/1660800/1.m3u8#
http://222.173.9.81:80/2/00/CHANNEL00000009/2540800/1.m3u8
淄博新闻,http://222.173.9.78:80/00/SNM/CHANNEL00000292/index.m3u8?icpid=88888892&from=12&hms_devid=764#
http://222.173.9.78:80/2/00/CHANNEL00000292/1660800/1.m3u8#
http://222.173.9.78:80/2/00/CHANNEL00000292/2540800/1.m3u8
淄博都市,http://222.173.9.77:80/00/SNM/CHANNEL00000293/index.m3u8?icpid=88888892&from=12&hms_devid=764#
http://222.173.9.77:80/2/00/CHANNEL00000293/1660800/1.m3u8#
http://222.173.9.77:80/2/00/CHANNEL00000293/2540800/1.m3u8
山东卫视高清,http://222.173.9.81:80/00/SNM/CHANNEL00000301/index.m3u8?icpid=88888892&from=12&hms_devid=784#
http://222.173.9.81:80/2/00/CHANNEL00000301/3090800/1.m3u8#
http://222.173.9.81:80/2/00/CHANNEL00000301/5840800/1.m3u8
北京卫视高清,http://222.173.9.77:80/00/SNM/CHANNEL00000302/index.m3u8?icpid=88888892&from=12&hms_devid=764#
http://222.173.9.77:80/2/00/CHANNEL00000302/3090800/1.m3u8#
http://222.173.9.77:80/2/00/CHANNEL00000302/5840800/1.m3u8
江苏卫视高清,http://222.173.9.77:80/00/SNM/CHANNEL00000304/index.m3u8?icpid=88888892&from=12&hms_devid=764#
http://222.173.9.77:80/2/00/CHANNEL00000304/3090800/1.m3u8#
http://222.173.9.77:80/2/00/CHANNEL00000304/5840800/1.m3u8
浙江卫视高清,http://222.173.9.79:80/00/SNM/CHANNEL00000305/index.m3u8?icpid=88888892&from=12&hms_devid=744#
http://222.173.9.79:80/2/00/CHANNEL00000305/3090800/1.m3u8#
http://222.173.9.79:80/2/00/CHANNEL00000305/5840800/1.m3u8
黑龙江高清,http://222.173.9.79:80/00/SNM/CHANNEL00000306/index.m3u8?icpid=88888892&from=12&hms_devid=744#
http://222.173.9.79:80/2/00/CHANNEL00000306/3090800/1.m3u8#
http://222.173.9.79:80/2/00/CHANNEL00000306/5840800/1.m3u8
广东卫视高清,http://222.173.9.78:80/00/SNM/CHANNEL00000307/index.m3u8?icpid=88888892&from=12&hms_devid=764#
http://222.173.9.78:80/2/00/CHANNEL00000307/3090800/1.m3u8#
http://222.173.9.78:80/2/00/CHANNEL00000307/5840800/1.m3u8
深圳卫视高清,http://222.173.9.81:80/00/SNM/CHANNEL00000308/index.m3u8?icpid=88888892&from=12&hms_devid=784#
http://222.173.9.81:80/2/00/CHANNEL00000308/3090800/1.m3u8#
http://222.173.9.81:80/2/00/CHANNEL00000308/5840800/1.m3u8
海看大片,http://222.173.9.82:80/00/SNM/CHANNEL00000404/index.m3u8?icpid=88888892&from=12&hms_devid=784#
http://222.173.9.82:80/2/00/CHANNEL00000404/2540800/1.m3u8#
http://222.173.9.82:80/2/00/CHANNEL00000404/1660800/1.m3u8
经典影视剧,#genre#
成龙,http://www.gqds.xyz:35555/tv/hy2.php?id=11342386#https://bd.hls.huya.com/src/94525224-2460685722-10568564701724147712-2789253838-10057-A-0-1-imgplus.m3u8?wsTime&www.dszbdq.cn?wsTime&www.dszbdq.cn
11342387
周润发,http://www.gqds.xyz:35555/tv/hy2.php?id=11342387#https://bd.hls.huya.com/src/94525224-2460685774-10568564925062447104-2789253840-10057-A-0-1-imgplus.m3u8?wsTime&www.dszbdq.cn?wsTime&www.dszbdq.cn
11342388
李连杰,http://www.gqds.xyz:35555/tv/hy2.php?id=11342390#https://bd.hls.huya.com/src/94525224-2460686093-10568566295157014528-2789253848-10057-A-0-1-imgplus.m3u8?wsTime&www.dszbdq.cn?wsTime&www.dszbdq.cn
11342392
刘德华,http://www.gqds.xyz:35555/tv/hy2.php?id=11342424#https://bd.hls.huya.com/src/1394575547-1394575547-5989656366166310912-2789274550-10057-A-0-1.m3u8?wsTime&www.dszbdq.cn?wsTime&www.dszbdq.cn
11342425
周星驰,http://www.gqds.xyz:35555/tv/hy2.php?id=11342412#https://bd.hls.huya.com/src/94525224-2460685313-10568562945082523648-2789274524-10057-A-0-1-imgplus.m3u8?wsTime&www.dszbdq.cn?wsTime&www.dszbdq.cn
11342413
林正英,http://www.gqds.xyz:35555/tv/hy2.php?id=11342421#https://bd.hls.huya.com/src/94525224-2460686034-10568566041753944064-2789274542-10057-A-0-1-imgplus.m3u8?wsTime&www.dszbdq.cn?wsTime&www.dszbdq.cn
11342422
梁家辉,http://www.gqds.xyz:35555/tv/hy2.php?id=11352916
张学友,http://www.gqds.xyz:35555/tv/hy2.php?id=11352906
甄子丹,http://www.gqds.xyz:35555/tv/hy2.php?id=11352935
洪金宝,http://www.gqds.xyz:35555/tv/hy2.php?id=11342427
吴京,http://www.gqds.xyz:35555/tv/hy2.php?id=11602045
